,subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
718,718,5.0,,5.0,3.0,5.0,7.0,5.0,1.0,3.0,7.0,2.0,3.0,,,4.0,5.0,1.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,7.0,5.0,5.0,5.0,,,4.0,5.0,2.0
719,719,5.0,,5.0,5.0,5.0,4.0,5.0,3.0,6.0,7.0,2.0,3.0,,,4.0,5.0,2.0,,,,5.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,2.0,,,5.0,6.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,4.0,5.0,,,5.0,5.0,1.0
720,720,4.0,,5.0,4.0,3.0,4.0,5.0,3.0,5.0,6.0,2.0,2.0,,,5.0,5.0,6.0,,,,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,,,5.0,7.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,5.0,4.0,6.0,,,5.0,5.0,3.0
721,721,4.0,,5.0,2.0,5.0,5.0,5.0,2.0,6.0,5.0,2.0,3.0,,,3.0,5.0,2.0,,,,2.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,,,4.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,5.0,2.0,,,4.0,5.0,1.0
722,722,5.0,15.0,7.0,3.0,3.0,5.0,5.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,unknown,1.0,3.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0
723,723,3.0,33.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,6.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,unknown,1.0,4.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,3.0
724,724,3.0,22.0,7.0,5.0,5.0,1.0,5.0,4.0,7.0,7.0,2.0,7.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,unknown,1.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,7.0,3.0,5.0,7.0,1.0,2.0,5.0,5.0,5.0
725,725,3.0,,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,6.0,,,1.0,1.0,5.0,,,,1.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,,,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,5.0,4.0,3.0,6.0,,,1.0,4.0,1.0
726,726,5.0,,7.0,5.0,5.0,1.0,5.0,1.0,6.0,6.0,2.0,3.0,,,5.0,5.0,5.0,,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,3.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,2.0,5.0,5.0,3.0,,,5.0,5.0,5.0
727,727,4.0,,6.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,2.0,0.0,,,2.0,4.0,5.0,,,,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,,,3.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,2.0,4.0,4.0,6.0,,,4.0,5.0,4.0
728,728,4.0,,4.0,2.0,5.0,7.0,5.0,5.0,5.0,6.0,2.0,6.0,,,1.0,2.0,3.0,,,,5.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,,,4.0,3.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,4.0,6.0,,,5.0,5.0,1.0
729,729,5.0,,6.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,6.0,,,4.0,5.0,3.0,,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,1.0,,,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,4.0,4.0,5.0,,,5.0,3.0,1.0
730,730,4.0,29.0,2.0,3.0,5.0,7.0,5.0,1.0,6.0,6.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,Psychology,1.0,3.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,3.0,4.0,6.0,1.0,2.0,4.0,5.0,2.0
731,731,4.0,,7.0,3.0,2.0,4.0,2.0,1.0,4.0,7.0,2.0,6.0,,,2.0,3.0,4.0,,,,1.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,,,4.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,6.0,3.0,2.0,7.0,,,2.0,2.0,3.0
732,732,5.0,30.0,3.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,Phiolosophy,1.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0
733,733,4.0,,3.0,1.0,3.0,6.0,4.0,5.0,4.0,3.0,2.0,3.0,,,1.0,2.0,6.0,,,,3.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,,,1.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,3.0,4.0,3.0,5.0,,,3.0,5.0,2.0
734,734,2.0,,5.0,3.0,4.0,5.0,3.0,2.0,6.0,4.0,2.0,5.0,,,1.0,1.0,5.0,,,,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,,,4.0,5.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,3.0,4.0,4.0,2.0,,,3.0,5.0,3.0
735,735,5.0,38.0,7.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,7.0,4.0,2.0,1.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,unknown,3.0,2.0,6.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,5.0,4.0,7.0,3.0,2.0,4.0,5.0,5.0
736,736,1.0,19.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,7.0,2.0,1.0,1.0,1.0,7.0,2.0,2.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,unknown,1.0,1.0,7.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,3.0,5.0
737,737,5.0,,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,2.0,7.0,,,5.0,5.0,2.0,,,,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,,,4.0,6.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,7.0,4.0,4.0,5.0,,,4.0,5.0,3.0
738,738,3.0,,1.0,4.0,5.0,6.0,3.0,3.0,2.0,7.0,2.0,2.0,,,1.0,5.0,1.0,,,,1.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,,,5.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,7.0,4.0,3.0,3.0,,,3.0,5.0,1.0
739,739,2.0,,5.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,2.0,4.0,,,3.0,2.0,2.0,,,,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,,,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,4.0,5.0,3.0,,,5.0,4.0,4.0
740,740,4.0,14.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,unknown,1.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,2.0
741,741,5.0,,4.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,,,5.0,5.0,6.0,,,,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,,,5.0,7.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,1.0,5.0,5.0,5.0,,,5.0,5.0,3.0
742,742,3.0,19.0,6.0,3.0,2.0,1.0,2.0,1.0,7.0,7.0,2.0,6.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,English,1.0,4.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0
743,743,2.0,22.0,7.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,7.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,unknown,1.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0
744,744,3.0,,7.0,4.0,3.0,3.0,1.0,1.0,3.0,6.0,2.0,2.0,,,2.0,5.0,5.0,,,,2.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,,,3.0,5.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,3.0,5.0,6.0,,,4.0,5.0,4.0
745,745,4.0,,6.0,3.0,5.0,6.0,5.0,3.0,2.0,6.0,2.0,3.0,,,1.0,5.0,5.0,,,,3.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,,,4.0,6.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,7.0,4.0,4.0,6.0,,,3.0,4.0,5.0
746,746,4.0,17.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,7.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,Environmental Engineering,1.0,4.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0
747,747,5.0,20.0,6.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,psychology,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0
748,748,3.0,,6.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,6.0,,,1.0,4.0,5.0,,,,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,,,4.0,5.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,5.0,3.0,4.0,7.0,,,3.0,1.0,3.0
749,749,4.0,,7.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,,,3.0,5.0,3.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,,,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,4.0,6.0,,,4.0,4.0,5.0
750,750,3.0,,6.0,3.0,5.0,5.0,1.0,1.0,7.0,6.0,2.0,6.0,,,1.0,5.0,7.0,,,,5.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,,,1.0,7.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,5.0,3.0,5.0,7.0,,,1.0,3.0,1.0
751,751,4.0,,7.0,3.0,4.0,1.0,5.0,4.0,7.0,6.0,2.0,4.0,,,2.0,5.0,5.0,,,,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,,,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,7.0,5.0,4.0,7.0,,,3.0,5.0,4.0
752,752,4.0,18.0,5.0,1.0,2.0,5.0,1.0,4.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,unknown,1.0,3.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,4.0,1.0
753,753,5.0,18.0,6.0,3.0,4.0,3.0,4.0,1.0,6.0,4.0,2.0,5.0,2.0,1.0,2.0,5.0,7.0,3.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,unknown,1.0,3.0,7.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,5.0
754,754,4.0,21.0,2.0,3.0,4.0,4.0,3.0,1.0,7.0,6.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,English ,1.0,4.0,6.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0
755,755,5.0,,7.0,4.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,5.0,,,2.0,5.0,2.0,,,,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,,,3.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,4.0,5.0,7.0,,,5.0,3.0,4.0
756,756,2.0,,3.0,1.0,4.0,5.0,2.0,3.0,5.0,6.0,2.0,4.0,,,2.0,3.0,5.0,,,,1.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,4.0,,,2.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,3.0,4.0,5.0,,,3.0,2.0,2.0
757,757,4.0,,4.0,3.0,4.0,4.0,5.0,1.0,5.0,6.0,2.0,6.0,,,3.0,4.0,4.0,,,,1.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,,,3.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,,7.0,5.0,5.0,6.0,,,3.0,5.0,5.0
758,758,3.0,19.0,7.0,3.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,3.0,Music,1.0,1.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,5.0
759,759,4.0,23.0,5.0,4.0,3.0,6.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,1.0,Music,1.0,3.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,3.0,7.0,3.0,1.0,2.0,3.0,4.0
760,760,4.0,23.0,5.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,unknown,1.0,4.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0
761,761,3.0,,7.0,5.0,1.0,6.0,3.0,3.0,4.0,6.0,2.0,4.0,,,5.0,5.0,1.0,,,,4.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,,,3.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,7.0,2.0,3.0,5.0,,,3.0,3.0,5.0
762,762,5.0,,5.0,5.0,5.0,5.0,5.0,2.0,7.0,7.0,2.0,1.0,,,1.0,5.0,3.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,,,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,3.0,4.0,6.0,,,5.0,4.0,4.0
763,763,4.0,19.0,6.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,Psychology,1.0,1.0,7.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,2.0,4.0
764,764,1.0,,7.0,1.0,4.0,4.0,3.0,1.0,3.0,6.0,2.0,2.0,,,1.0,5.0,6.0,,,,1.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,,,2.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,4.0,5.0,7.0,,,3.0,4.0,2.0
765,765,5.0,17.0,6.0,3.0,4.0,3.0,4.0,1.0,6.0,4.0,2.0,6.0,2.0,1.0,1.0,3.0,5.0,6.0,2.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,unknown,1.0,3.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0
766,766,2.0,,7.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,,,3.0,4.0,4.0,,,,3.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,,,5.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,7.0,3.0,4.0,7.0,,,3.0,4.0,4.0
767,767,5.0,,6.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,,,4.0,5.0,2.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,4.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,5.0,4.0,7.0,,,5.0,5.0,3.0
768,768,4.0,,6.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,,,2.0,5.0,3.0,,,,1.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,2.0,,,4.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,4.0,4.0,7.0,,,4.0,4.0,2.0
769,769,5.0,,5.0,5.0,5.0,2.0,5.0,7.0,7.0,6.0,2.0,5.0,,,1.0,5.0,2.0,,,,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,,,4.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,5.0,4.0,,,5.0,5.0,4.0
770,770,3.0,16.0,5.0,2.0,3.0,6.0,3.0,3.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,unknown,1.0,2.0,6.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0
771,771,2.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,,,1.0,0.0,1.0,,,,2.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,,,4.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,3.0,4.0,5.0,,,3.0,4.0,4.0
772,772,4.0,,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,,,2.0,5.0,2.0,,,,5.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0,5.0,5.0,,,4.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,7.0,5.0,5.0,6.0,,,4.0,4.0,5.0
773,773,3.0,22.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,6.0,2.0,2.0,1.0,4.0,7.0,2.0,2.0,1.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,laboratory studies,1.0,3.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,5.0,4.0
774,774,3.0,17.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,unknown,1.0,2.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,2.0
775,775,4.0,,2.0,4.0,5.0,6.0,2.0,5.0,5.0,6.0,2.0,5.0,,,2.0,5.0,4.0,,,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,,4.0,6.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,6.0,5.0,3.0,5.0,,,5.0,5.0,5.0
776,776,4.0,,6.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,,,2.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.0,7.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,3.0,5.0,5.0,6.0,,,4.0,5.0,5.0
777,777,5.0,25.0,6.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,unknown,2.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,7.0,5.0,5.0,7.0,3.0,2.0,5.0,5.0,5.0
778,778,1.0,,6.0,3.0,5.0,2.0,4.0,1.0,7.0,6.0,2.0,1.0,,,3.0,5.0,4.0,,,,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,4.0,7.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,4.0,5.0,1.0,,,3.0,5.0,4.0
779,779,3.0,,5.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,,,1.0,5.0,6.0,,,,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,,4.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,,1.0,5.0,4.0,5.0,,,4.0,4.0,1.0
780,780,5.0,,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,2.0,1.0,,,5.0,5.0,1.0,,,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,,,5.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,5.0,5.0,2.0,,,5.0,5.0,5.0
781,781,4.0,16.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,unknown,1.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,3.0
782,782,5.0,,3.0,1.0,5.0,5.0,5.0,2.0,5.0,7.0,2.0,5.0,,,1.0,1.0,6.0,,,,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,,,1.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,5.0,5.0,,,1.0,5.0,1.0
